idindikator;IDTer;nTer;IDTuristi;nTuristi;IDVrPod;nVrPod;mes;god;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2201IND01;RS228;Пчињска област;0;Укупно;1;број;00;2000;33968;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;0;Укупно;2;индекси (2010 = 100);00;2000;139;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;1;Домаћи;1;број;00;2000;31996;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;1;Домаћи;2;индекси (2010 = 100);00;2000;160.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;2;Страни;1;број;00;2000;1972;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;2;Страни;2;индекси (2010 = 100);00;2000;44.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;0;Укупно;1;број;00;2000;21676;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;0;Укупно;2;индекси (2010 = 100);00;2000;92.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;1;Домаћи;1;број;00;2000;21497;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;1;Домаћи;2;индекси (2010 = 100);00;2000;98.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;2;Страни;1;број;00;2000;179;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;2;Страни;2;индекси (2010 = 100);00;2000;10.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;0;Укупно;1;број;00;2001;2129128;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;0;Укупно;2;индекси (2010 = 100);00;2001;106.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;1;Домаћи;1;број;00;2001;1886603;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;1;Домаћи;2;индекси (2010 = 100);00;2001;143.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;2;Страни;1;број;00;2001;242525;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;2;Страни;2;индекси (2010 = 100);00;2001;35.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;0;Укупно;1;број;00;2001;1054773;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;0;Укупно;2;индекси (2010 = 100);00;2001;117.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;1;Домаћи;1;број;00;2001;864909;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;1;Домаћи;2;индекси (2010 = 100);00;2001;214.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;2;Страни;1;број;00;2001;189864;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;2;Страни;2;индекси (2010 = 100);00;2001;38.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;0;Укупно;1;број;00;2001;770437;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;0;Укупно;2;индекси (2010 = 100);00;2001;124.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;1;Домаћи;1;број;00;2001;620055;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;1;Домаћи;2;индекси (2010 = 100);00;2001;278;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;2;Страни;1;број;00;2001;150382;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;2;Страни;2;индекси (2010 = 100);00;2001;38;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;0;Укупно;1;број;00;2001;770437;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;0;Укупно;2;индекси (2010 = 100);00;2001;124.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;1;Домаћи;1;број;00;2001;620055;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;1;Домаћи;2;индекси (2010 = 100);00;2001;278;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;2;Страни;1;број;00;2001;150382;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;2;Страни;2;индекси (2010 = 100);00;2001;38;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;0;Укупно;1;број;00;2001;284336;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;0;Укупно;2;индекси (2010 = 100);00;2001;100.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;1;Домаћи;1;број;00;2001;244854;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;1;Домаћи;2;индекси (2010 = 100);00;2001;136.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;2;Страни;1;број;00;2001;39482;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;2;Страни;2;индекси (2010 = 100);00;2001;38.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;0;Укупно;1;број;00;2001;19273;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;0;Укупно;2;индекси (2010 = 100);00;2001;108.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;1;Домаћи;1;број;00;2001;16397;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
